dst_name,prb_id,timestamp,dst_addr,af,chegou_ao_destino,num_saltos,latencia_ms
disney,1015709,1782405791,34.110.155.89,4,True,8.0,7.011
disney,1015907,1782405799,34.110.155.89,4,True,3.0,0.173
disney,1016273,1782405793,34.110.155.89,4,True,5.0,0.92
disney,12383,1782405807,34.110.155.89,4,True,6.0,25.057
disney,28296,1782405799,34.110.155.89,4,True,5.0,10.587
disney,32670,1782405782,34.110.155.89,4,True,11.0,35.949
disney,33355,1782405792,34.110.155.89,4,True,8.0,4.726
disney,60496,1782405803,34.110.155.89,4,True,8.0,42.477
disney,61129,1782405801,34.110.155.89,4,True,10.0,42.421
disney,64976,1782405780,34.110.155.89,4,True,6.0,10.409
disney,7367,1782405804,34.110.155.89,4,True,4.0,8.928
disney,1001398,1782409383,34.110.155.89,4,True,5.0,8.536
disney,1003469,1782409400,34.110.155.89,4,True,10.0,42.051
disney,1009606,1782409384,34.110.155.89,4,True,6.0,17.781
disney,1009618,1782409394,34.110.155.89,4,True,7.0,26.223
disney,1009825,1782409392,34.110.155.89,4,True,11.0,21.721
disney,1010221,1782409409,34.110.155.89,4,True,,11.683
disney,1014250,1782409393,34.110.155.89,4,True,5.0,2.109
disney,1015512,1782409386,34.110.155.89,4,True,5.0,10.607
disney,1015514,1782409404,34.110.155.89,4,True,12.0,2.683
disney,1015709,1782409390,34.110.155.89,4,True,8.0,6.648
disney,1015907,1782409400,34.110.155.89,4,True,3.0,0.194
disney,1016273,1782409396,34.110.155.89,4,True,5.0,1.009
disney,12383,1782409406,34.110.155.89,4,True,6.0,25.088
disney,28296,1782409398,34.110.155.89,4,True,5.0,10.411
disney,32670,1782409384,34.110.155.89,4,True,11.0,34.426
disney,33355,1782409391,34.110.155.89,4,True,8.0,5.551
disney,60496,1782409406,34.110.155.89,4,True,8.0,42.524
disney,61129,1782409388,34.110.155.89,4,True,10.0,42.479
disney,64976,1782409381,34.110.155.89,4,True,6.0,10.406
disney,7367,1782409406,34.110.155.89,4,True,4.0,8.791
disney,1001398,1782412984,34.110.155.89,4,True,5.0,8.489
disney,1003469,1782412991,34.110.155.89,4,True,10.0,41.79
disney,1009606,1782412986,34.110.155.89,4,True,6.0,17.485
disney,1009618,1782412995,34.110.155.89,4,True,7.0,26.205
disney,1009825,1782412989,34.110.155.89,4,True,11.0,21.465
disney,1010221,1782413006,34.110.155.89,4,True,,12.395
disney,1014250,1782412991,34.110.155.89,4,True,5.0,2.074
disney,1015512,1782412985,34.110.155.89,4,True,5.0,10.59
disney,1015514,1782413005,34.110.155.89,4,True,12.0,2.707
disney,1015709,1782412992,34.110.155.89,4,True,8.0,6.731
disney,1015907,1782413000,34.110.155.89,4,True,3.0,0.278
disney,1016273,1782412995,34.110.155.89,4,True,5.0,0.917
disney,12383,1782413005,34.110.155.89,4,True,6.0,25.105
disney,28296,1782412997,34.110.155.89,4,True,5.0,10.421
disney,32670,1782412983,34.110.155.89,4,True,11.0,33.323
disney,33355,1782412992,34.110.155.89,4,True,8.0,5.542
disney,60496,1782413004,34.110.155.89,4,True,8.0,42.636
disney,61129,1782412995,34.110.155.89,4,True,10.0,42.21
disney,64976,1782412980,34.110.155.89,4,True,6.0,10.352
disney,7367,1782413004,34.110.155.89,4,True,4.0,8.883
disney,1001398,1782416583,34.110.155.89,4,True,5.0,8.605
disney,1003469,1782416595,34.110.155.89,4,True,10.0,41.836
disney,1009606,1782416587,34.110.155.89,4,True,6.0,20.541
disney,1009618,1782416595,34.110.155.89,4,True,7.0,26.268
disney,1009825,1782416592,34.110.155.89,4,True,11.0,22.758
disney,1010221,1782416606,34.110.155.89,4,True,,14.056
disney,1014250,1782416590,34.110.155.89,4,True,5.0,1.728
disney,1015512,1782416586,34.110.155.89,4,True,5.0,10.594
disney,1015514,1782416607,34.110.155.89,4,True,12.0,2.684
disney,1015709,1782416590,34.110.155.89,4,True,8.0,6.617
disney,1015907,1782416600,34.110.155.89,4,True,3.0,0.227
disney,1016273,1782416594,34.110.155.89,4,True,5.0,0.935
disney,12383,1782416604,34.110.155.89,4,True,6.0,25.061
disney,28296,1782416598,34.110.155.89,4,True,5.0,10.491
disney,32670,1782416584,34.110.155.89,4,True,11.0,34.704
disney,33355,1782416589,34.110.155.89,4,True,8.0,5.485
disney,60496,1782416606,34.110.155.89,4,True,8.0,42.486
disney,61129,1782416588,34.110.155.89,4,True,10.0,42.206
disney,64976,1782416581,34.110.155.89,4,True,6.0,10.248
disney,7367,1782416606,34.110.155.89,4,True,4.0,9.018
disney,64976,1782420179,34.110.155.89,4,True,6.0,10.302
disney,1001398,1782420184,34.110.155.89,4,True,5.0,8.579
disney,1003469,1782420190,34.110.155.89,4,True,10.0,41.881
disney,1009606,1782420185,34.110.155.89,4,True,6.0,21.843
disney,1009618,1782420192,34.110.155.89,4,True,7.0,26.05
disney,1009825,1782420190,34.110.155.89,4,True,11.0,21.883
disney,1010221,1782420206,34.110.155.89,4,True,,12.099
disney,1014250,1782420193,34.110.155.89,4,True,5.0,1.767
disney,1015512,1782420184,34.110.155.89,4,True,5.0,10.564
disney,1015514,1782420204,34.110.155.89,4,True,12.0,3.755
disney,1015709,1782420191,34.110.155.89,4,True,8.0,6.664
disney,1015907,1782420201,34.110.155.89,4,True,3.0,0.158
disney,1016273,1782420193,34.110.155.89,4,True,5.0,0.919
disney,12383,1782420204,34.110.155.89,4,True,6.0,25.11
disney,28296,1782420199,34.110.155.89,4,True,5.0,10.412
disney,32670,1782420180,34.110.155.89,4,True,11.0,34.623
disney,33355,1782420192,34.110.155.89,4,True,8.0,5.616
disney,60496,1782420204,34.110.155.89,4,True,8.0,42.635
disney,61129,1782420188,34.110.155.89,4,True,10.0,42.403
disney,7367,1782420204,34.110.155.89,4,True,4.0,9.298
disney,1001398,1782348182,2600:1901:0:84f4::80,6,True,4.0,8.544
disney,1003469,1782348191,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782348188,2600:1901:0:84f4::80,6,True,7.0,17.716
disney,1009618,1782348189,2600:1901:0:84f4::80,6,True,5.0,76.356
disney,1009825,1782348188,2600:1901:0:84f4::80,6,True,9.0,22.122
disney,1010221,1782348210,2600:1901:0:84f4::80,6,True,,12.037
disney,1014250,1782348190,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782348181,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782348206,2600:1901:0:84f4::80,6,True,12.0,2.954
disney,1015709,1782348189,2600:1901:0:84f4::80,6,True,12.0,15.513
disney,1015907,1782348195,2600:1901:0:84f4::80,6,True,2.0,0.127
disney,1016273,1782348197,2600:1901:0:84f4::80,6,True,5.0,1.149
disney,12383,1782348200,2600:1901:0:84f4::80,6,True,6.0,17.637
disney,28296,1782348196,2600:1901:0:84f4::80,6,True,4.0,10.786
disney,32670,1782348184,2600:1901:0:84f4::80,6,True,,33.7
disney,33355,1782348187,2600:1901:0:84f4::80,6,True,5.0,5.542
disney,60496,1782348207,2600:1901:0:84f4::80,6,True,4.0,46.455
disney,61129,1782348190,2600:1901:0:84f4::80,6,False,,
disney,64976,1782348208,2600:1901:0:84f4::80,6,True,7.0,11.884
disney,7367,1782348207,2600:1901:0:84f4::80,6,True,3.0,8.84
disney,1001398,1782351783,2600:1901:0:84f4::80,6,True,4.0,8.472
disney,1003469,1782351792,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782351788,2600:1901:0:84f4::80,6,True,7.0,20.255
disney,1009618,1782351790,2600:1901:0:84f4::80,6,True,5.0,76.355
disney,1009825,1782351790,2600:1901:0:84f4::80,6,True,9.0,22.108
disney,1010221,1782351808,2600:1901:0:84f4::80,6,True,,13.992
disney,1014250,1782351789,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782351781,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782351808,2600:1901:0:84f4::80,6,True,12.0,2.918
disney,1015709,1782351788,2600:1901:0:84f4::80,6,True,12.0,15.528
disney,1015907,1782351795,2600:1901:0:84f4::80,6,True,2.0,0.178
disney,1016273,1782351796,2600:1901:0:84f4::80,6,True,5.0,1.092
disney,12383,1782351800,2600:1901:0:84f4::80,6,True,6.0,17.674
disney,28296,1782351795,2600:1901:0:84f4::80,6,True,4.0,10.643
disney,32670,1782351785,2600:1901:0:84f4::80,6,True,,35.562
disney,33355,1782351790,2600:1901:0:84f4::80,6,True,5.0,6.146
disney,60496,1782351807,2600:1901:0:84f4::80,6,True,4.0,46.293
disney,61129,1782351804,,6,False,,
disney,64976,1782351811,2600:1901:0:84f4::80,6,True,7.0,11.573
disney,7367,1782351808,2600:1901:0:84f4::80,6,True,3.0,8.9
disney,1001398,1782355384,2600:1901:0:84f4::80,6,True,4.0,8.546
disney,1003469,1782355401,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782355387,2600:1901:0:84f4::80,6,True,7.0,18.86
disney,1009618,1782355391,2600:1901:0:84f4::80,6,True,5.0,76.506
disney,1009825,1782355387,2600:1901:0:84f4::80,6,True,9.0,22.11
disney,1010221,1782355410,2600:1901:0:84f4::80,6,True,,13.994
disney,1014250,1782355389,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782355381,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782355407,2600:1901:0:84f4::80,6,True,12.0,2.918
disney,1015709,1782355387,2600:1901:0:84f4::80,6,True,12.0,15.392
disney,1015907,1782355398,2600:1901:0:84f4::80,6,True,2.0,0.183
disney,1016273,1782355398,2600:1901:0:84f4::80,6,True,5.0,0.903
disney,12383,1782355404,2600:1901:0:84f4::80,6,True,6.0,17.644
disney,28296,1782355395,2600:1901:0:84f4::80,6,True,4.0,10.615
disney,32670,1782355385,2600:1901:0:84f4::80,6,True,,34.624
disney,33355,1782355388,2600:1901:0:84f4::80,6,True,5.0,5.637
disney,60496,1782355406,2600:1901:0:84f4::80,6,True,4.0,46.385
disney,61129,1782355404,,6,False,,
disney,64976,1782355408,2600:1901:0:84f4::80,6,True,7.0,11.73
disney,7367,1782355407,2600:1901:0:84f4::80,6,True,3.0,8.958
disney,1001398,1782358984,2600:1901:0:84f4::80,6,True,4.0,8.512
disney,1003469,1782358989,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782358989,2600:1901:0:84f4::80,6,True,7.0,21.405
disney,1009618,1782358992,2600:1901:0:84f4::80,6,True,5.0,76.349
disney,1009825,1782358989,2600:1901:0:84f4::80,6,True,9.0,22.315
disney,1010221,1782359007,2600:1901:0:84f4::80,6,True,,12.718
disney,1014250,1782358988,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782358982,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782359008,2600:1901:0:84f4::80,6,True,12.0,2.945
disney,1015709,1782358990,2600:1901:0:84f4::80,6,True,12.0,15.366
disney,1015907,1782358998,2600:1901:0:84f4::80,6,True,2.0,0.171
disney,1016273,1782358997,2600:1901:0:84f4::80,6,True,5.0,0.94
disney,12383,1782359001,2600:1901:0:84f4::80,6,True,6.0,17.686
disney,28296,1782358998,2600:1901:0:84f4::80,6,True,4.0,10.616
disney,32670,1782358987,2600:1901:0:84f4::80,6,True,,33.729
disney,33355,1782358989,2600:1901:0:84f4::80,6,True,5.0,5.401
disney,60496,1782359007,2600:1901:0:84f4::80,6,True,4.0,46.049
disney,61129,1782358995,2600:1901:0:84f4::80,6,False,,
disney,64976,1782359009,2600:1901:0:84f4::80,6,True,7.0,11.825
disney,7367,1782359005,2600:1901:0:84f4::80,6,True,3.0,8.988
disney,1001398,1782362584,2600:1901:0:84f4::80,6,True,4.0,8.421
disney,1003469,1782362591,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782362587,2600:1901:0:84f4::80,6,True,7.0,17.219
disney,1009618,1782362591,2600:1901:0:84f4::80,6,True,5.0,76.359
disney,1009825,1782362587,2600:1901:0:84f4::80,6,True,9.0,21.834
disney,1010221,1782362607,2600:1901:0:84f4::80,6,True,,12.225
disney,1014250,1782362589,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782362582,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782362607,2600:1901:0:84f4::80,6,True,12.0,2.919
disney,1015709,1782362587,2600:1901:0:84f4::80,6,True,12.0,15.497
disney,1015907,1782362597,2600:1901:0:84f4::80,6,True,2.0,0.122
disney,1016273,1782362598,2600:1901:0:84f4::80,6,True,5.0,0.904
disney,12383,1782362601,2600:1901:0:84f4::80,6,True,6.0,17.643
disney,28296,1782362598,2600:1901:0:84f4::80,6,True,4.0,10.82
disney,32670,1782362587,2600:1901:0:84f4::80,6,True,,32.788
disney,33355,1782362586,2600:1901:0:84f4::80,6,True,5.0,5.468
disney,60496,1782362608,2600:1901:0:84f4::80,6,True,4.0,46.013
disney,61129,1782362589,2600:1901:0:84f4::80,6,False,,
disney,64976,1782362609,2600:1901:0:84f4::80,6,True,7.0,11.611
disney,7367,1782362608,2600:1901:0:84f4::80,6,True,3.0,8.628
disney,1001398,1782366184,2600:1901:0:84f4::80,6,True,4.0,8.561
disney,1003469,1782366199,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782366186,2600:1901:0:84f4::80,6,True,7.0,21.247
disney,1009618,1782366190,2600:1901:0:84f4::80,6,True,5.0,75.959
disney,1009825,1782366189,2600:1901:0:84f4::80,6,True,9.0,22.443
disney,1010221,1782366207,2600:1901:0:84f4::80,6,True,,12.993
disney,1014250,1782366190,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782366182,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782366208,2600:1901:0:84f4::80,6,True,12.0,2.92
disney,1015709,1782366190,2600:1901:0:84f4::80,6,True,12.0,15.414
disney,1015907,1782366197,2600:1901:0:84f4::80,6,True,2.0,0.168
disney,1016273,1782366199,2600:1901:0:84f4::80,6,True,5.0,0.934
disney,12383,1782366201,2600:1901:0:84f4::80,6,True,6.0,17.634
disney,28296,1782366197,2600:1901:0:84f4::80,6,True,4.0,10.674
disney,32670,1782366187,2600:1901:0:84f4::80,6,True,,33.567
disney,33355,1782366187,2600:1901:0:84f4::80,6,True,5.0,5.526
disney,60496,1782366206,2600:1901:0:84f4::80,6,True,4.0,45.862
disney,61129,1782366191,2600:1901:0:84f4::80,6,False,,
disney,64976,1782366211,2600:1901:0:84f4::80,6,True,7.0,11.541
disney,7367,1782366208,2600:1901:0:84f4::80,6,True,3.0,8.713
disney,1001398,1782369783,2600:1901:0:84f4::80,6,True,4.0,8.525
disney,1003469,1782369795,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782369786,2600:1901:0:84f4::80,6,True,7.0,24.09
disney,1009618,1782369789,2600:1901:0:84f4::80,6,True,5.0,75.86
disney,1009825,1782369786,2600:1901:0:84f4::80,6,True,9.0,21.836
disney,1010221,1782369809,2600:1901:0:84f4::80,6,True,,12.814
disney,1014250,1782369788,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782369783,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782369808,2600:1901:0:84f4::80,6,True,12.0,2.881
disney,1015709,1782369788,2600:1901:0:84f4::80,6,True,12.0,15.565
disney,1015907,1782369796,2600:1901:0:84f4::80,6,True,2.0,0.109
disney,1016273,1782369796,2600:1901:0:84f4::80,6,True,5.0,0.972
disney,12383,1782369801,2600:1901:0:84f4::80,6,True,6.0,17.646
disney,28296,1782369794,2600:1901:0:84f4::80,6,True,4.0,10.575
disney,32670,1782369791,2600:1901:0:84f4::80,6,True,,32.716
disney,33355,1782369789,2600:1901:0:84f4::80,6,True,5.0,5.51
disney,60496,1782369806,2600:1901:0:84f4::80,6,True,4.0,46.12
disney,61129,1782369789,2600:1901:0:84f4::80,6,False,,
disney,64976,1782369810,2600:1901:0:84f4::80,6,True,7.0,12.42
disney,7367,1782369805,2600:1901:0:84f4::80,6,True,3.0,8.748
disney,1001398,1782373382,2600:1901:0:84f4::80,6,True,4.0,8.571
disney,1003469,1782373394,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782373387,2600:1901:0:84f4::80,6,True,7.0,17.528
disney,1009618,1782373391,2600:1901:0:84f4::80,6,True,5.0,75.974
disney,1009825,1782373389,2600:1901:0:84f4::80,6,True,9.0,22.391
disney,1010221,1782373407,2600:1901:0:84f4::80,6,True,,12.273
disney,1014250,1782373387,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782373382,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782373408,2600:1901:0:84f4::80,6,True,12.0,2.946
disney,1015709,1782373390,2600:1901:0:84f4::80,6,True,12.0,15.558
disney,1015907,1782373396,2600:1901:0:84f4::80,6,True,2.0,0.148
disney,1016273,1782373396,2600:1901:0:84f4::80,6,True,5.0,1.004
disney,12383,1782373402,2600:1901:0:84f4::80,6,True,6.0,17.676
disney,28296,1782373395,2600:1901:0:84f4::80,6,True,4.0,10.705
disney,32670,1782373385,2600:1901:0:84f4::80,6,True,,35.625
disney,33355,1782373387,2600:1901:0:84f4::80,6,True,5.0,5.627
disney,60496,1782373406,2600:1901:0:84f4::80,6,True,4.0,46.099
disney,61129,1782373392,2600:1901:0:84f4::80,6,False,,
disney,64976,1782373412,2600:1901:0:84f4::80,6,True,7.0,12.31
disney,7367,1782373407,2600:1901:0:84f4::80,6,True,3.0,8.778
disney,1001398,1782376983,2600:1901:0:84f4::80,6,True,4.0,8.558
disney,1003469,1782376991,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782376986,2600:1901:0:84f4::80,6,True,7.0,17.462
disney,1009618,1782376992,2600:1901:0:84f4::80,6,True,5.0,75.986
disney,1009825,1782376989,2600:1901:0:84f4::80,6,True,9.0,25.235
disney,1010221,1782377010,2600:1901:0:84f4::80,6,True,,14.067
disney,1014250,1782376988,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782376984,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782377007,2600:1901:0:84f4::80,6,True,12.0,2.999
disney,1015709,1782376987,2600:1901:0:84f4::80,6,True,12.0,15.31
disney,1015907,1782376996,2600:1901:0:84f4::80,6,True,2.0,0.114
disney,1016273,1782376997,2600:1901:0:84f4::80,6,True,5.0,0.915
disney,12383,1782377001,2600:1901:0:84f4::80,6,True,6.0,17.658
disney,28296,1782376995,2600:1901:0:84f4::80,6,True,4.0,10.686
disney,32670,1782376985,2600:1901:0:84f4::80,6,True,,35.837
disney,33355,1782376987,2600:1901:0:84f4::80,6,True,5.0,5.643
disney,60496,1782377005,2600:1901:0:84f4::80,6,True,4.0,45.538
disney,61129,1782376990,2600:1901:0:84f4::80,6,False,,
disney,64976,1782377011,2600:1901:0:84f4::80,6,True,7.0,12.989
disney,7367,1782377004,2600:1901:0:84f4::80,6,True,3.0,9.313
disney,1001398,1782380585,2600:1901:0:84f4::80,6,True,4.0,8.485
disney,1003469,1782380592,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782380589,2600:1901:0:84f4::80,6,True,7.0,21.394
disney,1009618,1782380591,2600:1901:0:84f4::80,6,True,5.0,75.939
disney,1009825,1782380589,2600:1901:0:84f4::80,6,True,9.0,22.849
disney,1010221,1782380608,2600:1901:0:84f4::80,6,True,,13.733
disney,1014250,1782380587,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782380583,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782380605,2600:1901:0:84f4::80,6,True,12.0,2.872
disney,1015709,1782380589,2600:1901:0:84f4::80,6,True,12.0,15.499
disney,1015907,1782380596,2600:1901:0:84f4::80,6,True,2.0,0.174
disney,1016273,1782380598,2600:1901:0:84f4::80,6,True,5.0,1.072
disney,12383,1782380601,2600:1901:0:84f4::80,6,True,6.0,17.69
disney,28296,1782380597,2600:1901:0:84f4::80,6,True,4.0,10.574
disney,32670,1782380584,2600:1901:0:84f4::80,6,True,,37.623
disney,33355,1782380587,2600:1901:0:84f4::80,6,True,5.0,5.528
disney,60496,1782380606,2600:1901:0:84f4::80,6,True,4.0,46.328
disney,61129,1782380605,,6,False,,
disney,64976,1782380621,2600:1901:0:84f4::80,6,True,7.0,12.362
disney,7367,1782380607,2600:1901:0:84f4::80,6,True,3.0,8.756
disney,1001398,1782384185,2600:1901:0:84f4::80,6,True,4.0,8.53
disney,1003469,1782384190,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782384188,2600:1901:0:84f4::80,6,True,7.0,21.484
disney,1009618,1782384191,2600:1901:0:84f4::80,6,True,5.0,75.916
disney,1009825,1782384190,2600:1901:0:84f4::80,6,True,9.0,21.974
disney,1010221,1782384210,2600:1901:0:84f4::80,6,True,,12.128
disney,1014250,1782384189,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782384183,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782384207,2600:1901:0:84f4::80,6,True,12.0,2.933
disney,1015709,1782384187,2600:1901:0:84f4::80,6,True,12.0,15.69
disney,1015907,1782384195,2600:1901:0:84f4::80,6,True,2.0,0.122
disney,1016273,1782384199,2600:1901:0:84f4::80,6,True,5.0,0.987
disney,12383,1782384204,2600:1901:0:84f4::80,6,True,6.0,17.639
disney,28296,1782384196,2600:1901:0:84f4::80,6,True,4.0,10.749
disney,32670,1782384186,2600:1901:0:84f4::80,6,True,,36.595
disney,33355,1782384187,2600:1901:0:84f4::80,6,True,5.0,5.121
disney,60496,1782384207,2600:1901:0:84f4::80,6,True,4.0,46.175
disney,61129,1782384205,,6,False,,
disney,64976,1782384210,2600:1901:0:84f4::80,6,True,7.0,14.884
disney,7367,1782384208,2600:1901:0:84f4::80,6,True,3.0,8.832
disney,1001398,1782387783,2600:1901:0:84f4::80,6,True,4.0,8.53
disney,1003469,1782387791,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782387787,2600:1901:0:84f4::80,6,True,7.0,21.763
disney,1009618,1782387790,2600:1901:0:84f4::80,6,True,5.0,76.638
disney,1009825,1782387786,2600:1901:0:84f4::80,6,True,9.0,24.86
disney,1010221,1782387810,2600:1901:0:84f4::80,6,True,,13.402
disney,1014250,1782387787,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782387781,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782387805,2600:1901:0:84f4::80,6,True,12.0,2.957
disney,1015709,1782387790,2600:1901:0:84f4::80,6,True,12.0,15.404
disney,1015907,1782387797,2600:1901:0:84f4::80,6,True,2.0,0.108
disney,1016273,1782387799,2600:1901:0:84f4::80,6,True,5.0,0.951
disney,12383,1782387802,2600:1901:0:84f4::80,6,True,6.0,17.681
disney,28296,1782387795,2600:1901:0:84f4::80,6,True,4.0,10.813
disney,32670,1782387786,2600:1901:0:84f4::80,6,True,,36.07
disney,33355,1782387788,2600:1901:0:84f4::80,6,True,5.0,5.541
disney,60496,1782387808,2600:1901:0:84f4::80,6,True,4.0,46.118
disney,61129,1782387806,,6,False,,
disney,64976,1782387808,2600:1901:0:84f4::80,6,True,7.0,15.03
disney,7367,1782387808,2600:1901:0:84f4::80,6,True,3.0,8.723
disney,1001398,1782391383,2600:1901:0:84f4::80,6,True,4.0,8.494
disney,1003469,1782391392,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782391389,2600:1901:0:84f4::80,6,True,7.0,16.907
disney,1009618,1782391390,2600:1901:0:84f4::80,6,True,5.0,76.891
disney,1009825,1782391389,2600:1901:0:84f4::80,6,True,9.0,23.528
disney,1010221,1782391410,2600:1901:0:84f4::80,6,True,,14.575
disney,1014250,1782391388,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782391382,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782391405,2600:1901:0:84f4::80,6,True,12.0,2.924
disney,1015709,1782391387,2600:1901:0:84f4::80,6,True,12.0,15.498
disney,1015907,1782391396,2600:1901:0:84f4::80,6,True,2.0,0.12
disney,1016273,1782391397,2600:1901:0:84f4::80,6,True,5.0,0.999
disney,12383,1782391404,2600:1901:0:84f4::80,6,True,6.0,17.64
disney,28296,1782391397,2600:1901:0:84f4::80,6,True,4.0,10.61
disney,32670,1782391386,2600:1901:0:84f4::80,6,True,,32.739
disney,33355,1782391389,2600:1901:0:84f4::80,6,True,5.0,5.643
disney,60496,1782391407,2600:1901:0:84f4::80,6,True,4.0,46.163
disney,61129,1782391390,2600:1901:0:84f4::80,6,False,,
disney,64976,1782391411,2600:1901:0:84f4::80,6,True,7.0,14.66
disney,7367,1782391408,2600:1901:0:84f4::80,6,True,3.0,9.13
disney,1001398,1782394984,2600:1901:0:84f4::80,6,True,4.0,8.548
disney,1003469,1782394994,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782394986,2600:1901:0:84f4::80,6,True,7.0,22.219
disney,1009618,1782394989,2600:1901:0:84f4::80,6,True,5.0,74.87
disney,1009825,1782394987,2600:1901:0:84f4::80,6,True,9.0,22.829
disney,1010221,1782395009,2600:1901:0:84f4::80,6,True,,13.178
disney,1014250,1782394988,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782394981,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782395006,2600:1901:0:84f4::80,6,True,12.0,3.931
disney,1015709,1782394988,2600:1901:0:84f4::80,6,True,12.0,18.228
disney,1015907,1782394995,2600:1901:0:84f4::80,6,True,2.0,0.18
disney,1016273,1782394998,2600:1901:0:84f4::80,6,True,5.0,1.123
disney,12383,1782395000,2600:1901:0:84f4::80,6,True,6.0,17.73
disney,28296,1782394998,2600:1901:0:84f4::80,6,True,4.0,10.833
disney,32670,1782394988,2600:1901:0:84f4::80,6,True,,33.285
disney,33355,1782394989,2600:1901:0:84f4::80,6,True,5.0,5.441
disney,60496,1782395007,2600:1901:0:84f4::80,6,True,4.0,46.291
disney,61129,1782394992,2600:1901:0:84f4::80,6,False,,
disney,64976,1782395008,2600:1901:0:84f4::80,6,True,7.0,14.905
disney,7367,1782395005,2600:1901:0:84f4::80,6,True,3.0,8.838
disney,1001398,1782398586,2600:1901:0:84f4::80,6,True,4.0,8.554
disney,1003469,1782398590,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782398586,2600:1901:0:84f4::80,6,True,7.0,17.804
disney,1009618,1782398590,2600:1901:0:84f4::80,6,True,5.0,74.885
disney,1009825,1782398589,2600:1901:0:84f4::80,6,True,9.0,23.435
disney,1010221,1782398610,2600:1901:0:84f4::80,6,True,,20.002
disney,1014250,1782398589,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782398581,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782398605,2600:1901:0:84f4::80,6,True,12.0,2.923
disney,1015709,1782398588,2600:1901:0:84f4::80,6,True,12.0,15.629
disney,1015907,1782398596,2600:1901:0:84f4::80,6,True,2.0,0.18
disney,1016273,1782398599,2600:1901:0:84f4::80,6,True,5.0,0.923
disney,12383,1782398600,2600:1901:0:84f4::80,6,True,6.0,17.673
disney,28296,1782398595,2600:1901:0:84f4::80,6,True,4.0,10.724
disney,32670,1782398584,2600:1901:0:84f4::80,6,True,,35.638
disney,33355,1782398587,2600:1901:0:84f4::80,6,True,5.0,4.601
disney,60496,1782398605,2600:1901:0:84f4::80,6,True,4.0,45.964
disney,61129,1782398592,2600:1901:0:84f4::80,6,False,,
disney,64976,1782398608,2600:1901:0:84f4::80,6,True,6.0,11.032
disney,7367,1782398607,2600:1901:0:84f4::80,6,True,3.0,9.126
disney,1001398,1782402184,2600:1901:0:84f4::80,6,True,4.0,8.542
disney,1003469,1782402200,2600:1901:0:84f4::80,6,False,,
disney,1009606,1782402186,2600:1901:0:84f4::80,6,True,7.0,16.927
disney,1009618,1782402189,2600:1901:0:84f4::80,6,True,5.0,74.889
disney,1009825,1782402189,2600:1901:0:84f4::80,6,True,9.0,22.146
disney,1010221,1782402209,2600:1901:0:84f4::80,6,True,,15.025
disney,1014250,1782402187,2600:1901:0:84f4::80,6,False,,
disney,1015512,1782402184,2600:1901:0:84f4::80,6,False,,
disney,1015514,1782402207,2600:1901:0:84f4::80,6,True,12.0,3.116
